pente	biais	MAEpentre	maeBiais
-40.0	-40.0	-199975.0	-40.0
-20.002499999999998	-36.0	-133315.3337499999	-45.99875000000008
-6.802962004950501	-31.445668316831675	-89316.95100934405	-48.044187314356414
1.9527434170026456	-26.735915614708706	-60132.1618616143	-47.71228732321001
7.789111804649974	-22.10500801360864	-40678.94329519251	-45.999563915933585
11.69827829875108	-17.68454033580932	-27649.947020945383	-43.533679485184855
14.329075884208477	-13.542460107266997	-18882.25430993742	-40.70699804937126
16.107869654561952	-9.707676751875749	-12954.5626681418	-37.76161157915677
17.316165103703042	-6.185583062403994	-8928.470835274707	-34.84366561425552
18.140694405582927	-2.9678290019491116	-6181.511284488338	-32.03817620474061
18.705894599722537	-0.0384509619481217	-4298.881126343949	-29.391398261809446
19.095066700068042	2.6223139807120903	-3002.9063123135384	-26.925219369321958
19.364224314989098	5.0356852527213976	-2106.8760886102023	-24.64642690477319
19.551198870245777	7.222930498940919	-1484.6900312851724	-22.552668936181945
19.681653030446068	9.20454916974054	-1050.8118975929035	-20.636277345482462
19.77306977433571	10.999828881788893	-746.971821692806	-18.88670600537893
19.837410152968378	12.626634311686008	-533.3065722357557	-17.292070764798158
19.88289167137608	14.101338873265618	-382.4312829044728	-15.840106962422437
19.91518330794972	15.438841844867218	-275.4558638720368	-14.518749809107621
19.93821189509897	16.65263446694945	-199.29696492105842	-13.316471480600066
19.954708500380132	17.75489196414879	-144.8566599649043	-12.222462286041287
19.96658014784671	18.75657710219192	-105.78336570408985	-11.226712971731468
19.97516372927408	19.667546462196526	-77.62548169595372	-10.32003540244054
19.981400131026966	20.496654191610826	-57.25099031741453	-9.494045873902683
19.98595411404125	21.25185027480259	-42.44788598089809	-8.741126782218055
19.98929716575918	21.940271811721715	-31.64803384763656	-8.054376771157894
19.9917649795669	22.568326695134825	-23.735603961310588	-7.427555794648621
19.993597482036645	23.141769627535083	-17.913678444611605	-6.855029113483272
19.994966810646492	23.66577074296474	-13.611022081401343	-6.331712662358542
19.99599694120989	24.144977278162838	-10.41668511591788	-5.8530211924421485
19.99677750732879	24.58356882482046	-8.033963731887182	-5.414819928843909
19.997373565510127	24.985306724910433	-6.247872734446299	-5.013380057844596
19.997832519962515	25.35357816654329	-4.902083788229065	-4.645338093437983
19.99818905052887	25.691435513116293	-3.882517818564115	-4.307659012148091
19.998468631830676	26.001631362982003	-3.1056314739336797	-3.997602952933367
19.9986900550755	26.28664979636232	-2.510026304003266	-3.712695231175424
19.998867241396315	26.548734224432813	-2.050417917599661	-3.450699396265362
19.99901055022029	26.789912214604172	-1.6932869479626607	-3.2095930605059992
19.999127726506906	27.01201762729112	-1.4137325028751775	-2.9875462359623794
19.99922458886534	27.216710363540418	-1.1931881991639905	-2.7829019308922534
19.99930553113386	27.4054939900599	-1.017758960307321	-2.594158775506991
19.99937388923389	27.579731478487062	-0.8770059780701047	-2.4199554661299123
19.999432210403988	27.74065926905425	-0.7630562528327084	-2.2590568361477215
19.99948245147127	27.889399844964725	-0.6699479430049828	-2.1103413807708646
19.999526125372274	28.026972982568378	-0.5931475628092425	-1.9727900801177458
19.99956440981271	28.154305823580955	-0.5291928011236285	-1.8454763813254278
19.999598228138794	28.272241898891757	-0.47542744877649457	-1.727557215177675
19.99962830974752	28.381549218727198	-0.4298040660010079	-1.618264936146529
19.999655235382374	28.4829275308717	-0.3907366182930718	-1.5169000868195202
19.999679471227687	28.57701483710111	-0.3569900810570974	-1.4228248985126972
19.999701394674446	28.664393247783124	-0.32759747662593397	-1.335457449554064
19.99972131387291	28.74559424558802	-0.30179732744555965	-1.2542664113484008
19.99973948263452	28.821103421291298	-0.27898634847131276	-1.1787663200259315
19.99975611184062	28.891364737614353	-0.25868354809479627	-1.1085133183059463
19.99977137821817	28.956784370829773	-0.24050289514332973	-1.0431013182792916
19.999785431123627	29.017734174357635	-0.22413243656907922	-0.9821585412041618
19.99979839781441	29.07455480371272	-0.2093182875232368	-0.9253443951944483
19.999810387567543	29.12755853785455	-0.1958523125243312	-0.8723466559292048
19.99982149491604	29.177031828176535	-0.18356261146452127	-0.8228789192815126
19.999831802207297	29.22323760298873	-0.1723061434715059	-0.7766782981148872
19.9998413816382	29.266417352350086	-0.1619629852409095	-0.7335033384689932
19.9998502968845	29.306793015445017	-0.15243184324343645	-0.693132132997239
19.99985860441416	29.34456869033635	-0.14362653056318847	-0.6553606118707782
19.999866354553223	29.379932183827673	-0.1354731887444021	-0.6200009934489795
19.999873592357	29.41305641730168	-0.12790808658593492	-0.5868803788767845
19.999880358327193	29.444100702740684	-0.12087586767226995	-0.5558394764229101
19.999886689006424	29.47321190165747	-0.1143281479156694	-0.526731442845692
19.999892617474675	29.50052547834771	-0.10822238734458466	-0.4994208303895965
19.999898173766745	29.526166457701578	-0.10252097740649518	-0.4737826291818281
19.99990338522569	29.550250296765018	-0.09719049854725541	-0.44970139584785485
19.999908276804092	29.572883678306635	-0.09220111271229683	-0.4270704600953972
19.99991287132252	29.594165233811452	-0.0875260632901864	-0.4057912018497886
19.999917189692585	29.614186202576658	-0.08314126105564255	-0.3857723922696868
19.99992125111064	29.633031032917298	-0.07902493914507161	-0.3669295926380726
19.999925073226816	29.650777930892737	-0.07515736385572026	-0.3491846057206911
19.99992867229338	29.667499361430004	-0.07152059073647749	-0.33246497471672
19.999932063295482	29.68326250624099	-0.06809825763115313	-0.31670352540678587
19.999935260066966	29.698129682500852	-0.06487540801915842	-0.3018379475326334
19.9999382753933	29.712158725869553	-0.06183833936532551	-0.2878104118270766
19.999941121103454	29.725403341092452	-0.05897447218189122	-0.27456721945925183
19.999943808152132	29.73791342310492	-0.05627223642081411	-0.2620584809711826
19.999946346693662	29.749735351286695	-0.05372097232183201	-0.2502378220601015
19.999948746148544	29.760912259260245	-0.05131084346003746	-0.23906211381399228
19.999951015263527	29.771484282401374	-0.0490327602346872	-0.22849122523037746
19.99995316216601	29.781488785026536	-0.04687831212474048	-0.218487796056447
19.99995519441337	29.790960569037896	-0.044839707547931734	-0.20901702816878115
19.999957119037827	29.79993206564177	-0.04290972022497748	-0.20004649387714377
19.999958942587245	29.808433511606705	-0.04108164122191102	-0.19154595968695914
19.9999606711624	29.81649311139293	-0.0393492358417744	-0.18348722418829397
19.999962310450965	29.82413718636311	-0.03770670489145921	-0.17584396886240342
19.99996386575864	29.8313903121745	-0.036148649657985386	-0.16859162070480183
19.99996534203763	29.83827544535312	-0.034670040237836444	-0.1617072256657395
19.99996674391276	29.84481403996076	-0.033266186790691495	-0.15516933199563857
19.99996807570547	29.851026155184055	-0.03193271340357679	-0.1489578826687328
19.999969341455838	29.856930554601384	-0.03066553426478997	-0.14305411612654026
19.99997054494283	29.862544797816312	-0.0294608319849052	-0.13744047465509068
19.999971689702967	29.867885325085943	-0.028315037702075684	-0.13210051976550322
19.999972779047507	29.872967535517425	-0.02722481289438079	-0.1270188540063776
19.99997381607829	29.877805859356133	-0.02618703270407604	-0.12218104868299058
19.999974803702344	29.882413824843656	-0.025198770659048186	-0.11757357700747484
19.99997574464542	29.88680412008268	-0.02425728453954683	-0.11318375224004935
19.999976641464425	29.89098865030834	-0.02336000349377773	-0.10899967042385261
19.999977496559	29.894978590931697	-0.022504516034594708	-0.10501015734779044
19.999978312182165	29.898784436689947	-0.02168855909791727	-0.10120471940110377
19.999979090450214	29.902416047209904	-0.020910007816183195	-0.09757349801516854
19.999979833351862	29.905882689265454	-0.02016686620114612	-0.09410722741052104
19.999980542756738	29.90919307598645	-0.019457258407016446	-0.09079719539193992
19.99998122042325	29.91235540325508	-0.01877942071961936	-0.08763520695652367
19.99998186800589	29.91537738350626	-0.018131694120719466	-0.08461355049671837
19.999982487062002	29.918266277130968	-0.01751251738007298	-0.08172496640005937
19.99998307905809	29.921028921665	-0.016920420688950024	-0.0789626178640135
19.999983645375668	29.92367175893103	-0.016354019676826967	-0.076320063756788
19.99998418731669	29.926200860288155	-0.01581200995285819	-0.07379123337016669
19.999984706108627	29.92862195013077	-0.0152931619568961	-0.0713704029235797
19.99998520290916	29.930940427767265	-0.014796316203814008	-0.06905217368736637
19.99998567881057	29.933161387798723	-0.01432037886087862	-0.066831451606583
19.999986134843837	29.93528963910819	-0.013864317622439656	-0.06470342831372569
19.999986571982422	29.937329722562488	-0.013427157876729297	-0.0626635634287294
19.999986991145832	29.93928592752047	-0.013007979129548168	-0.06070756805249843
19.99998739320292	29.94116230723438	-0.01260591167758701	-0.058831389367054746
19.99998777897499	29.942962693224228	-0.01222013348200523	-0.05703119626327514
19.999988149238657	29.94469070869893	-0.011849867286294185	-0.055303365920374166
19.999988504728552	29.946349781092287	-0.011494377916897421	-0.05364447127198327
19.999988846139836	29.947943153776773	-0.011152969746246875	-0.052051269293124064
19.99998917413055	29.949473897013153	-0.010824984314341233	-0.050520690052125394
19.999989489323813	29.95094491818978	-0.010509798164738609	-0.04904982647209275
19.999989792309876	29.95235897140118	-0.010206820729749034	-0.047635924753713255
19.999990083648047	29.953718666411934	-0.009915492441157366	-0.04627637541205226
19.99999036386849	29.955026477048445	-0.009635282908673127	-0.0449687048857804
19.999990633473917	29.956284749057918	-0.00936568922566428	-0.04371056767906063
19.999990892941153	29.957495707471153	-0.009106234403804212	-0.042499738999380074
19.99999114272263	29.958661463502885	-0.008856465859347028	-0.041334107858410275
19.999991383247778	29.95978402102112	-0.008615954042451985	-0.040211670602792376
19.999991614924305	29.960865282614474	-0.008384291136859083	-0.0391305248476322
19.99999183813944	29.961907055284524	-0.008161089818442538	-0.03808886378523658
19.999992053261067	29.96291105578825	-0.007945982126146696	-0.03708497084228
19.999992260638802	29.96387891565376	-0.007738618380756339	-0.03611721466562243
19.999992460605004	29.964812185890928	-0.007538666165349124	-0.03518404441160948
19.999992653475726	29.96571234141704	-0.007345809376910797	-0.03428398532084485
19.999992839551602	29.966580785216003	-0.007159747342015308	-0.03341563455983614
