pente	bias	maePente	maebiais	mae
-50	2	2370.4939495541034	25.114697722649115	339.9492311968316
-50	3	2370.9939495541034	26.11469772264911	344.84923119683157
-50	4	2371.4939495541034	27.11469772264911	349.7492311968316
-50	5	2371.9939495541034	28.11469772264911	354.6492311968316
-50	6	2372.4939495541034	29.11469772264911	359.54923119683156
-50	7	2372.9939495541034	30.11469772264911	364.4492311968316
-50	8	2373.4939495541034	31.11469772264911	369.3492311968317
-50	9	2373.9939495541034	32.11469772264911	374.24923119683166
-50	10	2374.4939495541034	33.11469772264911	379.1492311968317
-50	11	2374.9939495541034	34.11469772264911	384.04923119683167
-50	12	2375.4939495541034	35.11469772264911	388.94923119683165
-50	13	2375.9939495541034	36.11469772264911	393.8492311968317
-50	14	2376.4939495541034	37.11469772264911	398.74923119683166
-50	15	2376.9939495541034	38.11469772264911	403.6492311968317
-50	16	2377.4939495541034	39.11469772264911	408.56260443232253
-50	17	2377.9939495541034	40.11469772264911	413.5626044323225
-50	18	2378.4939495541034	41.11469772264911	418.5626044323225
-50	19	2378.9939495541034	42.11469772264911	423.5626044323225
-50	20	2379.4939495541034	43.11469772264911	428.5626044323225
-50	21	2379.9939495541034	44.11469772264911	433.5626044323225
-50	22	2380.4939495541034	45.11469772264911	438.5626044323225
-50	23	2380.9939495541034	46.11469772264911	443.5626044323225
-50	24	2381.4939495541034	47.11469772264911	448.5626044323225
-50	25	2381.9939495541034	48.11469772264911	453.5626044323225
-50	26	2382.4939495541034	49.11469772264911	458.5626044323225
-50	27	2382.9939495541034	50.11469772264911	463.5626044323225
-50	28	2383.4939495541034	51.11469772264911	468.5626044323225
-50	29	2383.9939495541034	52.11469772264911	473.5626044323225
-50	30	2384.4939495541034	53.11469772264911	478.5626044323225
-50	31	2384.9939495541034	54.11469772264911	483.5626044323225
-50	32	2385.4939495541034	55.11469772264911	488.5626044323225
-50	33	2385.9939495541034	56.11469772264911	493.5626044323225
-50	34	2386.4939495541034	57.11469772264911	498.5626044323225
-50	35	2386.9939495541034	58.11469772264911	503.5626044323225
-50	36	2387.4939495541034	59.11469772264911	508.5626044323225
-50	37	2387.9939495541034	60.11469772264911	513.5626044323225
-50	38	2388.4939495541034	61.11469772264911	518.5626044323225
-50	39	2388.9939495541034	62.11469772264911	523.5626044323225
-50	40	2389.4939495541034	63.11469772264911	528.5626044323225
-50	41	2389.9939495541034	64.11469772264911	533.5626044323225
-50	42	2390.4939495541034	65.11469772264911	538.5626044323225
-50	43	2390.9939495541034	66.11469772264911	543.5626044323225
-50	44	2391.4939495541034	67.11469772264911	548.5626044323225
-50	45	2391.9939495541034	68.11469772264911	553.5626044323225
-50	46	2392.4939495541034	69.11469772264911	558.5626044323225
-50	47	2392.9939495541034	70.11469772264911	563.5626044323225
-50	48	2393.4939495541034	71.11469772264911	568.5626044323225
-50	49	2393.9939495541034	72.11469772264911	573.5626044323225
-49	-50	2310.9939495541034	27.385302277350878	80.24923119683163
-49	-49	2311.4939495541034	26.385302277350878	85.14923119683164
-49	-48	2311.9939495541034	25.38530227735088	90.04923119683164
-49	-47	2312.4939495541034	24.38530227735088	94.94923119683163
-49	-46	2312.9939495541034	23.38530227735088	99.84923119683164
-49	-45	2313.4939495541034	22.38530227735088	104.74923119683163
-49	-44	2313.9939495541034	21.38530227735088	109.64923119683162
-49	-43	2314.4939495541034	20.38530227735088	114.54923119683163
-49	-42	2314.9939495541034	19.38530227735088	119.44923119683162
-49	-41	2315.4939495541034	18.38530227735088	124.34923119683162
-49	-40	2315.9939495541034	17.38530227735088	129.24923119683163
-49	-39	2316.4939495541034	16.38530227735088	134.14923119683164
-49	-38	2316.9939495541034	15.385302277350883	139.0492311968316
-49	-37	2317.4939495541034	14.385302277350883	143.94923119683162
-49	-36	2317.9939495541034	13.385302277350883	148.84923119683162
-49	-35	2318.4939495541034	12.385302277350883	153.74923119683163
-49	-34	2318.9939495541034	11.385302277350883	158.64923119683164
-49	-33	2319.4939495541034	10.385302277350883	163.5492311968316
-49	-32	2319.9939495541034	9.385302277350883	168.44923119683162
-49	-31	2320.4939495541034	8.385302277350883	173.34923119683162
-49	-30	2320.9939495541034	7.385302277350883	178.24923119683163
-49	-29	2321.4939495541034	6.385302277350883	183.14923119683164
-49	-28	2321.9939495541034	5.385302277350883	188.0492311968316
-49	-27	2322.4939495541034	4.385302277350883	192.94923119683162
-49	-26	2322.9939495541034	3.3853022773508825	197.84923119683162
-49	-25	2323.4939495541034	2.3853022773508825	202.74923119683163
-49	-24	2323.9939495541034	1.3853022773508825	207.64923119683164
-49	-23	2324.4939495541034	0.3853022773508826	212.5492311968316
-49	-22	2324.9939495541034	0.6146977226491174	217.44923119683162
-49	-21	2325.4939495541034	1.6146977226491175	222.34923119683162
-49	-20	2325.9939495541034	2.6146977226491175	227.24923119683163
-49	-19	2326.4939495541034	3.6146977226491175	232.14923119683164
-49	-18	2326.9939495541034	4.614697722649114	237.0492311968316
-49	-17	2327.4939495541034	5.614697722649114	241.94923119683162
-49	-16	2327.9939495541034	6.614697722649114	246.84923119683168
-49	-15	2328.4939495541034	7.614697722649114	251.74923119683166
-49	-14	2328.9939495541034	8.614697722649115	256.6492311968317
-49	-13	2329.4939495541034	9.614697722649115	261.54923119683167
-49	-12	2329.9939495541034	10.614697722649115	266.44923119683165
-49	-11	2330.4939495541034	11.614697722649115	271.3492311968317
-49	-10	2330.9939495541034	12.614697722649115	276.24923119683166
-49	-9	2331.4939495541034	13.614697722649115	281.1492311968317
-49	-8	2331.9939495541034	14.614697722649115	286.04923119683167
-49	-7	2332.4939495541034	15.614697722649115	290.94923119683165
-49	-6	2332.9939495541034	16.614697722649115	295.8492311968317
-49	-5	2333.4939495541034	17.614697722649115	300.74923119683166
-49	-4	2333.9939495541034	18.614697722649115	305.6492311968317
-49	-3	2334.4939495541034	19.614697722649115	310.54923119683167
-49	-2	2334.9939495541034	20.614697722649115	315.44923119683165
-49	-1	2335.4939495541034	21.614697722649115	320.34923119683157
-49	0	2335.9939495541034	22.614697722649115	325.2492311968316
-49	1	2336.4939495541034	23.614697722649115	330.1492311968316
-49	2	2336.9939495541034	24.614697722649115	335.04923119683156
-49	3	2337.4939495541034	25.61469772264911	339.9492311968316
-49	4	2337.9939495541034	26.61469772264911	344.84923119683157
-49	5	2338.4939495541034	27.61469772264911	349.7492311968316
-49	6	2338.9939495541034	28.61469772264911	354.6492311968316
-49	7	2339.4939495541034	29.61469772264911	359.54923119683156
-49	8	2339.9939495541034	30.61469772264911	364.4492311968316
-49	9	2340.4939495541034	31.61469772264911	369.3492311968317
-49	10	2340.9939495541034	32.61469772264911	374.24923119683166
-49	11	2341.4939495541034	33.61469772264911	379.1492311968317
-49	12	2341.9939495541034	34.61469772264911	384.04923119683167
-49	13	2342.4939495541034	35.61469772264911	388.94923119683165
-49	14	2342.9939495541034	36.61469772264911	393.8492311968317
-49	15	2343.4939495541034	37.61469772264911	398.74923119683166
-49	16	2343.9939495541034	38.61469772264911	403.6492311968317
-49	17	2344.4939495541034	39.61469772264911	408.56260443232253
-49	18	2344.9939495541034	40.61469772264911	413.5626044323225
-49	19	2345.4939495541034	41.61469772264911	418.5626044323225
-49	20	2345.9939495541034	42.61469772264911	423.5626044323225
-49	21	2346.4939495541034	43.61469772264911	428.5626044323225
-49	22	2346.9939495541034	44.61469772264911	433.5626044323225
-49	23	2347.4939495541034	45.61469772264911	438.5626044323225
-49	24	2347.9939495541034	46.61469772264911	443.5626044323225
-49	25	2348.4939495541034	47.61469772264911	448.5626044323225
-49	26	2348.9939495541034	48.61469772264911	453.5626044323225
-49	27	2349.4939495541034	49.61469772264911	458.5626044323225
-49	28	2349.9939495541034	50.61469772264911	463.5626044323225
-49	29	2350.4939495541034	51.61469772264911	468.5626044323225
-49	30	2350.9939495541034	52.61469772264911	473.5626044323225
-49	31	2351.4939495541034	53.61469772264911	478.5626044323225
-49	32	2351.9939495541034	54.61469772264911	483.5626044323225
-49	33	2352.4939495541034	55.61469772264911	488.5626044323225
-49	34	2352.9939495541034	56.61469772264911	493.5626044323225
-49	35	2353.4939495541034	57.61469772264911	498.5626044323225
-49	36	2353.9939495541034	58.61469772264911	503.5626044323225
-49	37	2354.4939495541034	59.61469772264911	508.5626044323225
-49	38	2354.9939495541034	60.61469772264911	513.5626044323225
-49	39	2355.4939495541034	61.61469772264911	518.5626044323225
-49	40	2355.9939495541034	62.61469772264911	523.5626044323225
-49	41	2356.4939495541034	63.61469772264911	528.5626044323225
-49	42	2356.9939495541034	64.61469772264911	533.5626044323225
-49	43	2357.4939495541034	65.61469772264911	538.5626044323225
-49	44	2357.9939495541034	66.61469772264911	543.5626044323225
-49	45	2358.4939495541034	67.61469772264911	548.5626044323225
-49	46	2358.9939495541034	68.61469772264911	553.5626044323225
-49	47	2359.4939495541034	69.61469772264911	558.5626044323225
-49	48	2359.9939495541034	70.61469772264911	563.5626044323225
-49	49	2360.4939495541034	71.61469772264911	568.5626044323225
-48	-50	2277.4939495541034	27.885302277350878	75.34923119683164
-48	-49	2277.9939495541034	26.885302277350878	80.24923119683163
-48	-48	2278.4939495541034	25.885302277350878	85.14923119683164
-48	-47	2278.9939495541034	24.88530227735088	90.04923119683164
-48	-46	2279.4939495541034	23.88530227735088	94.94923119683163
-48	-45	2279.9939495541034	22.88530227735088	99.84923119683164
-48	-44	2280.4939495541034	21.88530227735088	104.74923119683163
-48	-43	2280.9939495541034	20.88530227735088	109.64923119683162
-48	-42	2281.4939495541034	19.88530227735088	114.54923119683163
-48	-41	2281.9939495541034	18.88530227735088	119.44923119683162
-48	-40	2282.4939495541034	17.88530227735088	124.34923119683162
-48	-39	2282.9939495541034	16.88530227735088	129.24923119683163
-48	-38	2283.4939495541034	15.885302277350883	134.14923119683164
-48	-37	2283.9939495541034	14.885302277350883	139.0492311968316
-48	-36	2284.4939495541034	13.885302277350883	143.94923119683162
-48	-35	2284.9939495541034	12.885302277350883	148.84923119683162
-48	-34	2285.4939495541034	11.885302277350883	153.74923119683163
-48	-33	2285.9939495541034	10.885302277350883	158.64923119683164
-48	-32	2286.4939495541034	9.885302277350883	163.5492311968316
-48	-31	2286.9939495541034	8.885302277350883	168.44923119683162
-48	-30	2287.4939495541034	7.885302277350883	173.34923119683162
-48	-29	2287.9939495541034	6.885302277350883	178.24923119683163
-48	-28	2288.4939495541034	5.885302277350883	183.14923119683164
-48	-27	2288.9939495541034	4.885302277350883	188.0492311968316
-48	-26	2289.4939495541034	3.8853022773508825	192.94923119683162
-48	-25	2289.9939495541034	2.8853022773508825	197.84923119683162
-48	-24	2290.4939495541034	1.8853022773508825	202.74923119683163
-48	-23	2290.9939495541034	0.8853022773508826	207.64923119683164
-48	-22	2291.4939495541034	0.1146977226491174	212.5492311968316
-48	-21	2291.9939495541034	1.1146977226491175	217.44923119683162
-48	-20	2292.4939495541034	2.1146977226491175	222.34923119683162
-48	-19	2292.9939495541034	3.1146977226491175	227.24923119683163
-48	-18	2293.4939495541034	4.114697722649114	232.14923119683164
-48	-17	2293.9939495541034	5.114697722649114	237.0492311968316
-48	-16	2294.4939495541034	6.114697722649114	241.94923119683162
-48	-15	2294.9939495541034	7.114697722649114	246.84923119683168
-48	-14	2295.4939495541034	8.114697722649115	251.74923119683166
-48	-13	2295.9939495541034	9.114697722649115	256.6492311968317
-48	-12	2296.4939495541034	10.114697722649115	261.54923119683167
-48	-11	2296.9939495541034	11.114697722649115	266.44923119683165
-48	-10	2297.4939495541034	12.114697722649115	271.3492311968317
-48	-9	2297.9939495541034	13.114697722649115	276.24923119683166
-48	-8	2298.4939495541034	14.114697722649115	281.1492311968317
-48	-7	2298.9939495541034	15.114697722649115	286.04923119683167
-48	-6	2299.4939495541034	16.114697722649115	290.94923119683165
-48	-5	2299.9939495541034	17.114697722649115	295.8492311968317
-48	-4	2300.4939495541034	18.114697722649115	300.74923119683166
-48	-3	2300.9939495541034	19.114697722649115	305.6492311968317
-48	-2	2301.4939495541034	20.114697722649115	310.54923119683167
-48	-1	2301.9939495541034	21.114697722649115	315.44923119683165
-48	0	2302.4939495541034	22.114697722649115	320.3492311968317
-48	1	2302.9939495541034	23.114697722649115	325.24923119683166
-48	2	2303.4939495541034	24.114697722649115	330.1492311968317
-48	3	2303.9939495541034	25.114697722649115	335.04923119683167
-48	4	2304.4939495541034	26.11469772264911	339.94923119683165
-48	5	2304.9939495541034	27.11469772264911	344.8492311968317
-48	6	2305.4939495541034	28.11469772264911	349.74923119683166
-48	7	2305.9939495541034	29.11469772264911	354.6492311968316
-48	8	2306.4939495541034	30.11469772264911	359.54923119683156
-48	9	2306.9939495541034	31.11469772264911	364.4492311968316
-48	10	2307.4939495541034	32.11469772264911	369.34923119683157
-48	11	2307.9939495541034	33.11469772264911	374.24923119683166
-48	12	2308.4939495541034	34.11469772264911	379.1492311968317
-48	13	2308.9939495541034	35.11469772264911	384.04923119683167
-48	14	2309.4939495541034	36.11469772264911	388.94923119683165
-48	15	2309.9939495541034	37.11469772264911	393.8492311968317
-48	16	2310.4939495541034	38.11469772264911	398.74923119683166
-48	17	2310.9939495541034	39.11469772264911	403.6492311968317
-48	18	2311.4939495541034	40.11469772264911	408.56260443232253
-48	19	2311.9939495541034	41.11469772264911	413.5626044323225
-48	20	2312.4939495541034	42.11469772264911	418.5626044323225
-48	21	2312.9939495541034	43.11469772264911	423.5626044323225
-48	22	2313.4939495541034	44.11469772264911	428.5626044323225
-48	23	2313.9939495541034	45.11469772264911	433.5626044323225
-48	24	2314.4939495541034	46.11469772264911	438.5626044323225
-48	25	2314.9939495541034	47.11469772264911	443.5626044323225
-48	26	2315.4939495541034	48.11469772264911	448.5626044323225
-48	27	2315.9939495541034	49.11469772264911	453.5626044323225
-48	28	2316.4939495541034	50.11469772264911	458.5626044323225
-48	29	2316.9939495541034	51.11469772264911	463.5626044323225
-48	30	2317.4939495541034	52.11469772264911	468.5626044323225
-48	31	2317.9939495541034	53.11469772264911	473.5626044323225
-48	32	2318.4939495541034	54.11469772264911	478.5626044323225
-48	33	2318.9939495541034	55.11469772264911	483.5626044323225
-48	34	2319.4939495541034	56.11469772264911	488.5626044323225
-48	35	2319.9939495541034	57.11469772264911	493.5626044323225
-48	36	2320.4939495541034	58.11469772264911	498.5626044323225
-48	37	2320.9939495541034	59.11469772264911	503.5626044323225
-48	38	2321.4939495541034	60.11469772264911	508.5626044323225
-48	39	2321.9939495541034	61.11469772264911	513.5626044323225
-48	40	2322.4939495541034	62.11469772264911	518.5626044323225
-48	41	2322.9939495541034	63.11469772264911	523.5626044323225
-48	42	2323.4939495541034	64.11469772264911	528.5626044323225
-48	43	2323.9939495541034	65.11469772264911	533.5626044323225
-48	44	2324.4939495541034	66.11469772264911	538.5626044323225
-48	45	2324.9939495541034	67.11469772264911	543.5626044323225
-48	46	2325.4939495541034	68.11469772264911	548.5626044323225
-48	47	2325.9939495541034	69.11469772264911	553.5626044323225
-48	48	2326.4939495541034	70.11469772264911	558.5626044323225
-48	49	2326.9939495541034	71.11469772264911	563.5626044323225
-47	-50	2243.9939495541034	28.385302277350878	70.44923119683163
-47	-49	2244.4939495541034	27.385302277350878	75.34923119683164
-47	-48	2244.9939495541034	26.385302277350878	80.24923119683163
-47	-47	2245.4939495541034	25.38530227735088	85.14923119683164
-47	-46	2245.9939495541034	24.38530227735088	90.04923119683164
-47	-45	2246.4939495541034	23.38530227735088	94.94923119683163
-47	-44	2246.9939495541034	22.38530227735088	99.84923119683164
-47	-43	2247.4939495541034	21.38530227735088	104.74923119683163
-47	-42	2247.9939495541034	20.38530227735088	109.64923119683162
-47	-41	2248.4939495541034	19.38530227735088	114.54923119683163
-47	-40	2248.9939495541034	18.38530227735088	119.44923119683162
-47	-39	2249.4939495541034	17.38530227735088	124.34923119683162
-47	-38	2249.9939495541034	16.38530227735088	129.24923119683163
-47	-37	2250.4939495541034	15.385302277350883	134.14923119683164
-47	-36	2250.9939495541034	14.385302277350883	139.0492311968316
-47	-35	2251.4939495541034	13.385302277350883	143.94923119683162
-47	-34	2251.9939495541034	12.385302277350883	148.84923119683162
-47	-33	2252.4939495541034	11.385302277350883	153.74923119683163
-47	-32	2252.9939495541034	10.385302277350883	158.64923119683164
-47	-31	2253.4939495541034	9.385302277350883	163.5492311968316
-47	-30	2253.9939495541034	8.385302277350883	168.44923119683162
-47	-29	2254.4939495541034	7.385302277350883	173.34923119683162
-47	-28	2254.9939495541034	6.385302277350883	178.24923119683163
-47	-27	2255.4939495541034	5.385302277350883	183.14923119683164
-47	-26	2255.9939495541034	4.385302277350883	188.0492311968316
-47	-25	2256.4939495541034	3.3853022773508825	192.94923119683162
-47	-24	2256.9939495541034	2.3853022773508825	197.84923119683162
-47	-23	2257.4939495541034	1.3853022773508825	202.74923119683163
-47	-22	2257.9939495541034	0.3853022773508826	207.64923119683164
-47	-21	2258.4939495541034	0.6146977226491174	212.5492311968316
-47	-20	2258.9939495541034	1.6146977226491175	217.44923119683162
-47	-19	2259.4939495541034	2.6146977226491175	222.34923119683162
-47	-18	2259.9939495541034	3.6146977226491144	227.24923119683163
-47	-17	2260.4939495541034	4.614697722649114	232.14923119683164
-47	-16	2260.9939495541034	5.614697722649114	237.0492311968316
-47	-15	2261.4939495541034	6.614697722649114	241.94923119683168
-47	-14	2261.9939495541034	7.614697722649114	246.84923119683168
-47	-13	2262.4939495541034	8.614697722649115	251.74923119683166
-47	-12	2262.9939495541034	9.614697722649115	256.6492311968317
-47	-11	2263.4939495541034	10.614697722649115	261.54923119683167
-47	-10	2263.9939495541034	11.614697722649115	266.44923119683165
-47	-9	2264.4939495541034	12.614697722649115	271.3492311968317
-47	-8	2264.9939495541034	13.614697722649115	276.24923119683166
-47	-7	2265.4939495541034	14.614697722649115	281.1492311968317
-47	-6	2265.9939495541034	15.614697722649115	286.04923119683167
-47	-5	2266.4939495541034	16.614697722649115	290.94923119683165
-47	-4	2266.9939495541034	17.614697722649115	295.8492311968317
-47	-3	2267.4939495541034	18.614697722649115	300.74923119683166
-47	-2	2267.9939495541034	19.614697722649115	305.6492311968317
-47	-1	2268.4939495541034	20.614697722649115	310.54923119683167
-47	0	2268.9939495541034	21.614697722649115	315.44923119683165
-47	1	2269.4939495541034	22.614697722649115	320.3492311968317
-47	2	2269.9939495541034	23.614697722649115	325.24923119683166
-47	3	2270.4939495541034	24.614697722649115	330.1492311968317
-47	4	2270.9939495541034	25.61469772264911	335.04923119683167
-47	5	2271.4939495541034	26.61469772264911	339.94923119683165
-47	6	2271.9939495541034	27.61469772264911	344.8492311968317
-47	7	2272.4939495541034	28.61469772264911	349.74923119683166
-47	8	2272.9939495541034	29.61469772264911	354.6492311968317
-47	9	2273.4939495541034	30.61469772264911	359.54923119683167
-47	10	2273.9939495541034	31.61469772264911	364.44923119683165
-47	11	2274.4939495541034	32.61469772264911	369.3492311968317
-47	12	2274.9939495541034	33.61469772264911	374.24923119683166
-47	13	2275.4939495541034	34.61469772264911	379.1492311968317
-47	14	2275.9939495541034	35.61469772264911	384.04923119683167
-47	15	2276.4939495541034	36.61469772264911	388.94923119683165
-47	16	2276.9939495541034	37.61469772264911	393.8492311968317
-47	17	2277.4939495541034	38.61469772264911	398.74923119683166
-47	18	2277.9939495541034	39.61469772264911	403.6492311968317
-47	19	2278.4939495541034	40.61469772264911	408.56260443232253
-47	20	2278.9939495541034	41.61469772264911	413.5626044323225
-47	21	2279.4939495541034	42.61469772264911	418.5626044323225
-47	22	2279.9939495541034	43.61469772264911	423.5626044323225
-47	23	2280.4939495541034	44.61469772264911	428.5626044323225
-47	24	2280.9939495541034	45.61469772264911	433.5626044323225
-47	25	2281.4939495541034	46.61469772264911	438.5626044323225
-47	26	2281.9939495541034	47.61469772264911	443.5626044323225
-47	27	2282.4939495541034	48.61469772264911	448.5626044323225
-47	28	2282.9939495541034	49.61469772264911	453.5626044323225
-47	29	2283.4939495541034	50.61469772264911	458.5626044323225
-47	30	2283.9939495541034	51.61469772264911	463.5626044323225
-47	31	2284.4939495541034	52.61469772264911	468.5626044323225
-47	32	2284.9939495541034	53.61469772264911	473.5626044323225
-47	33	2285.4939495541034	54.61469772264911	478.5626044323225
-47	34	2285.9939495541034	55.61469772264911	483.5626044323225
-47	35	2286.4939495541034	56.61469772264911	488.5626044323225
-47	36	2286.9939495541034	57.61469772264911	493.5626044323225
-47	37	2287.4939495541034	58.61469772264911	498.5626044323225
-47	38	2287.9939495541034	59.61469772264911	503.5626044323225
-47	39	2288.4939495541034	60.61469772264911	508.5626044323225
-47	40	2288.9939495541034	61.61469772264911	513.5626044323225
-47	41	2289.4939495541034	62.61469772264911	518.5626044323225
-47	42	2289.9939495541034	63.61469772264911	523.5626044323225
-47	43	2290.4939495541034	64.61469772264911	528.5626044323225
-47	44	2290.9939495541034	65.61469772264911	533.5626044323225
-47	45	2291.4939495541034	66.61469772264911	538.5626044323225
-47	46	2291.9939495541034	67.61469772264911	543.5626044323225
-47	47	2292.4939495541034	68.61469772264911	548.5626044323225
-47	48	2292.9939495541034	69.61469772264911	553.5626044323225
-47	49	2293.4939495541034	70.61469772264911	558.5626044323225
-46	-50	2210.4939495541034	28.885302277350878	65.54923119683164
-46	-49	2210.9939495541034	27.885302277350878	70.44923119683163
-46	-48	2211.4939495541034	26.885302277350878	75.34923119683164
-46	-47	2211.9939495541034	25.885302277350878	80.24923119683163
-46	-46	2212.4939495541034	24.88530227735088	85.14923119683164
-46	-45	2212.9939495541034	23.88530227735088	90.04923119683164
-46	-44	2213.4939495541034	22.88530227735088	94.94923119683163
-46	-43	2213.9939495541034	21.88530227735088	99.84923119683164
-46	-42	2214.4939495541034	20.88530227735088	104.74923119683163
-46	-41	2214.9939495541034	19.88530227735088	109.64923119683162
-46	-40	2215.4939495541034	18.88530227735088	114.54923119683163
-46	-39	2215.9939495541034	17.88530227735088	119.44923119683162
-46	-38	2216.4939495541034	16.88530227735088	124.34923119683162
-46	-37	2216.9939495541034	15.885302277350883	129.24923119683163
-46	-36	2217.4939495541034	14.885302277350883	134.14923119683164
-46	-35	2217.9939495541034	13.885302277350883	139.0492311968316
-46	-34	2218.4939495541034	12.885302277350883	143.94923119683162
-46	-33	2218.9939495541034	11.885302277350883	148.84923119683162
-46	-32	2219.4939495541034	10.885302277350883	153.74923119683163
-46	-31	2219.9939495541034	9.885302277350883	158.64923119683164
-46	-30	2220.4939495541034	8.885302277350883	163.5492311968316
-46	-29	2220.9939495541034	7.885302277350883	168.44923119683162
-46	-28	2221.4939495541034	6.885302277350883	173.34923119683162
-46	-27	2221.9939495541034	5.885302277350883	178.24923119683163
-46	-26	2222.4939495541034	4.885302277350883	183.14923119683164
-46	-25	2222.9939495541034	3.8853022773508825	188.0492311968316
-46	-24	2223.4939495541034	2.8853022773508825	192.94923119683162
-46	-23	2223.9939495541034	1.8853022773508825	197.84923119683162
-46	-22	2224.4939495541034	0.8853022773508826	202.74923119683163
-46	-21	2224.9939495541034	0.1146977226491174	207.64923119683164
-46	-20	2225.4939495541034	1.1146977226491175	212.5492311968316
-46	-19	2225.9939495541034	2.1146977226491175	217.44923119683162
-46	-18	2226.4939495541034	3.1146977226491144	222.34923119683162
-46	-17	2226.9939495541034	4.114697722649114	227.24923119683163
-46	-16	2227.4939495541034	5.114697722649114	232.14923119683164
-46	-15	2227.9939495541034	6.114697722649114	237.0492311968316
-46	-14	2228.4939495541034	7.114697722649114	241.94923119683168
-46	-13	2228.9939495541034	8.114697722649115	246.84923119683168
-46	-12	2229.4939495541034	9.114697722649115	251.74923119683166
-46	-11	2229.9939495541034	10.114697722649115	256.6492311968317
-46	-10	2230.4939495541034	11.114697722649115	261.54923119683167
-46	-9	2230.9939495541034	12.114697722649115	266.44923119683165
-46	-8	2231.4939495541034	13.114697722649115	271.3492311968317
-46	-7	2231.9939495541034	14.114697722649115	276.24923119683166
-46	-6	2232.4939495541034	15.114697722649115	281.1492311968317
-46	-5	2232.9939495541034	16.114697722649115	286.04923119683167
-46	-4	2233.4939495541034	17.114697722649115	290.94923119683165
-46	-3	2233.9939495541034	18.114697722649115	295.8492311968317
-46	-2	2234.4939495541034	19.114697722649115	300.74923119683166
-46	-1	2234.9939495541034	20.114697722649115	305.6492311968317
-46	0	2235.4939495541034	21.114697722649115	310.54923119683167
-46	1	2235.9939495541034	22.114697722649115	315.44923119683165
-46	2	2236.4939495541034	23.114697722649115	320.3492311968317
-46	3	2236.9939495541034	24.114697722649115	325.24923119683166
-46	4	2237.4939495541034	25.114697722649115	330.1492311968317
