pente	biais	MAEpentre	maeBiais
8.155580184394129E-5	6.5318497347993E-4	-694.4915440272284	-1.884689870278328
0.03480613300320536	0.09488767848739633	-693.3753879377398	-1.80781766536509
0.06947490240009235	0.18527856175565083	-692.2591796045783	-1.7347611667952756
0.10408786138032128	0.2720166200954146	-691.1430145079105	-1.665329587945628
0.1386450121057168	0.355283099492696	-690.0269831983081	-1.5993416839110475
0.1731463612656322	0.43525018368824836	-688.9111715435489	-1.536625274295453
0.20759191984280967	0.512081447403021	-687.7956609630708	-1.477016789869267
0.2419817028909632	0.5859322868964844	-686.6805286507043	-1.4203608418998765
0.27631572932349846	0.6569503289914782	-685.5658477862619	-1.3665098130211526
0.3105940217128116	0.7252758196425358	-684.4516877365453	-1.3153234685647508
0.3448166060996388	0.7910419930707734	-683.338114246301	-1.2666685873299297
0.3789835118119539	0.8543754224372698	-682.2251896196217	-1.220418610819588
0.413094771292935	0.9153963529782492	-681.1129728922793	-1.176453310019102
0.44715041993754895	0.9742190184792042	-680.0015199954352	-1.1346584688404509
0.48115049593732073	1.0309519419212267	-678.8908839111637	-1.0949255833983176
0.5150950401328789	1.0856982210911426	-677.7811148201976	-1.057151576326183
0.5489840958738887	1.1385557999074516	-676.6722602422819	-1.0212385253803768
0.5828177088860028	1.1896177261764704	-675.5643651695104	-0.9870934056174164
0.6165959271444783	1.2389723964573414	-674.4574721929923	-0.9546278444657776
0.650318800754128	1.2867037886806303	-673.3516216231803	-0.9237578890473163
0.6839863818352869	1.332891683132996	-672.2468516041879	-0.8944037851355308
0.7175987244154963	1.3776118723897726	-671.1431982223792	-0.8664897671688582
0.7511558843266153	1.4209363607482155	-670.040695609536	-0.839943858765974
0.784657919107092	1.4629335536865142	-668.9393760408591	-0.8146976832179181
0.818104887909135	1.50366843784741	-667.839270028071	-0.7906862834580384
0.8514968514105385	1.543202752020312	-666.7404064078607	-0.7678479510358407
0.8848338717309316	1.5815951495721041	-665.6428124259033	-0.7461240636442461
0.9181160123522268	1.6189013527543163	-664.5465138166811	-0.7254589307726802
0.9513433380430609	1.6551742992929503	-663.4515348793074	-0.7057996470794616
0.9845159147870263	1.6904642816469235	-662.3578985495617	-0.6870959530974705
1.0176338097145043	1.724819079301797	-661.2656264683185	-0.6693001029063403
1.0506970910379203	1.758284084447114	-660.1747390465567	-0.6523667384227299
1.083705827990248	1.7909024213682505	-659.0852555271142	-0.6362527699777549
1.1166600907666038	1.8227150598671382	-657.9971940433558	-0.620917262867047
1.1495599504687715	1.8537609230104906	-656.9105716749049	-0.6063213295747791
1.1824054790525167	1.8840769894892295	-655.8254045005888	-0.5924280273879129
1.2151967492775462	1.9136983908586251	-654.741707648735	-0.5792022611310303
1.2479338346599829	1.9426585039151767	-653.6594953449516	-0.5666106907656994
1.2806168094272306	1.9709890384534616	-652.5787809575179	-0.5546216436110362
1.3132457484751066	1.9987201206340135	-651.4995770405045	-0.5432050309544223
1.3458207273271319	2.0258803721817347	-650.4218953747353	-0.5323322688327135
1.3783418220958685	2.05249698562337	-649.3457470067034	-0.5219762027754458
1.4108091094462036	2.0785957957621424	-648.2711422855367	-0.51211103631184
1.4432226665604804	2.1042013475777344	-647.1980908981161	-0.5027122630533907
1.4755825711053863	2.129336960730404	-646.1266019024381	-0.49375660217317413
1.5078889012005081	2.154024790839063	-645.056683759306	-0.48522193711207573
1.5401417353884734	2.1782858876946665	-643.9883443624369	-0.4770872573504513
1.5723411526065953	2.202140250562189	-642.9215910670636	-0.46933260309198976
1.6044872321599486	2.225606880716789	-641.8564307171035	-0.461939012714069
1.6365800536958037	2.248703831352492	-640.7928696709704	-0.4548884728462924
1.6686196971793523	2.2714482549948065	-639.7309138260924	-0.44816387094575505
1.700606242870657	2.2938564485420945	-638.6705686422075	-0.44174895024411703
1.7325397713027673	2.3159438960543004	-637.611839163488	-0.4356282669479662
1.7644203632609416	2.3377253094016988	-636.5547300395627	-0.4297871495796537
1.7962480997629198	2.3592146668806815	-635.499245545486	-0.4242116603516589
1.828023062040194	2.3804252498982645	-634.4453896007061	-0.41888855847271583
1.8597453315202293	2.4013696778219003	-633.3931657870867	-0.413805265289097
1.8914149898095836	2.422059941086355	-632.3425773660255	-0.4089498311693216
1.923032118677885	2.4425074326448213	-631.2936272947169	-0.40431090404500464
1.9545968000426208	2.4627229778470716	-630.2463182415992	-0.3998776995251241
1.9861091159547009	2.482716862823328	-629.2006526010325	-0.39563997250490657
2.0175691485847524	2.502498861448573	-628.1566325072384	-0.39158799019468743
2.0489769802101145	2.5220782609583074	-627.1142598475437	-0.38771250649763
2.0803326932024917	2.541463886283189	-626.0735362749616	-0.38400473766893917
2.1116363700162397	2.5606641231666356	-625.0344632201426	-0.3804563391923672
2.142888093177247	2.579686940126254	-623.9970419027288	-0.3770593838132509
2.1740879452723836	2.5985399093169166	-622.9612733421369	-0.3738063406701598
2.2052360089394902	2.617230226350425	-621.9271583678058	-0.3706900554702012
2.2363323668578805	2.635764729123935	-620.8946976289265	-0.3677037316558889
2.267377101739327	2.6541499157067294	-619.8638916036895	-0.3648409125138169
2.2983702963195114	2.67239196133242	-618.834740608066	-0.3620954641782164
2.3293120333499147	2.690496734541331	-617.8072448041519	-0.3594615594845122
2.360202395590122	2.7084698125155566	-616.7814042080922	-0.35693366263038684
2.3910414658005266	2.726316495647076	-615.7572186976096	-0.3545065146040745
2.421829326735407	2.7440418213772797	-614.734688019156	-0.3521751193413055
2.452566061136365	2.761650577344345	-613.7138117947073	-0.3499347305747231
2.4832517517261	2.7791473138730813	-612.6945895282155	-0.3477808393408529
2.513886481202511	2.796536355840124	-611.6770206117395	-0.3457091621120116
2.544470332233098	2.813821813945725	-610.6611043312676	-0.34371562952170803
2.5750033874496614	2.83100759542181	-609.6468398722507	-0.3417963756539064
2.605485729443274	2.8480974142045055	-608.634226324856	-0.339947727868013
2.635917440759517	2.865094800597906	-607.6232626889586	-0.338166197132738
2.666298603893965	2.882003110454543	-606.6139478788828	-0.33644846884332136
2.696629301287909	2.898825533896709	-605.6062807279069	-0.33479139409813286
2.7269096153243044	2.9155651036016157	-604.60025999254	-0.333191981411418
2.7571396283239316	2.9322247026721864	-603.5958843565878	-0.33164738884066225
2.787319422541761	2.9488070721142194	-602.5931524350115	-0.33015491650754314
2.8174490801635113	2.9653148179395967	-601.5920627775957	-0.32871199949304125
2.847528683302391	2.981750417914249	-600.5926138724305	-0.3273162010878323
2.877558313996013	2.9981162279686404	-599.5948041492213	-0.3259652063802491
2.907538054203474	3.014414488287653	-598.5986319824308	-0.3246568161649678
2.9374679858025954	3.0306473290959013	-597.6040956942644	-0.32338894115627925
2.9673481905873085	3.0468167761537153	-596.6111935575054	-0.3221595964908219
2.9971787502651837	3.062924755978256	-595.6199237982089	-0.32096689650521937
3.026959746455094	3.078973100803517	-594.6302845982594	-0.31980904977491437
3.0566912606850067	3.0949635532922626	-593.6422740978018	-0.3186843544011252
3.086373374389897	3.110897771012319	-592.655890397548	-0.31759119353351084
3.116006168909774	3.1267773306889945	-591.6711315609705	-0.3165280311167735
3.145589725487823	3.142603732244833	-590.6879956163839	-0.3154934078499615
