pente	biais	MAEpentre	maeBiais
9.864568431842706E-4	2.9916477621926994E-4	-66905.82357392761	-23.89732287035773
4.0153358712788405	1.4341385369976831	-53524.70672059246	-24.470658205354038
7.226818274514388	2.9023780293189256	-42819.96424915296	-24.608159914650642
9.796016129463565	4.378867624197964	-34256.28144447728	-24.416269247246188
11.851393016132203	5.843843779032735	-27405.415080844792	-23.97898153574576
13.49571792098289	7.28258267117748	-21924.77737997111	-23.362405096026286
14.811204563781157	8.684326976939058	-17540.303528355973	-22.618404111663885
15.863622775482515	10.041431223638892	-14032.745971772847	-21.7875089708147
16.705587533788886	11.348681761887773	-11226.710075227684	-20.901240811719045
17.379190138302548	12.602756210590917	-8981.882830305749	-19.983967665272694
17.918103108120892	13.801794270507278	-7186.015964446248	-19.05438609026551
18.34926406598767	14.945057435923209	-5749.312542980066	-18.126703403782972
18.694222818566473	16.032659640150186	-4599.93634236073	-17.21158057584544
18.970218999108116	17.06535447470091	-3680.4194219424403	-16.31688383156553
19.191044164424664	18.04436750459484	-2944.788239874676	-15.44828338432983
19.367731458817143	18.97126450765463	-2356.2645925188745	-14.609730028466265
19.509107334368277	19.847848309362607	-1885.4264032700237	-13.80383416453386
19.622232918564478	20.67607835923464	-1508.736383376924	-13.03216690675992
19.712757101567092	21.458008373640236	-1207.3649843449118	-12.295498983855646
19.785199000627788	22.195738312671576	-966.2487787955988	-11.593989994354638
19.843173927355522	22.891377712332854	-773.3371802485268	-10.927338058057298
19.889574158170433	23.547017995816294	-618.9898309687649	-10.294897889981266
19.92671354802856	24.16471186921517	-495.494521813401	-9.695773711511503
19.956443219337363	24.74645829190586	-396.6815357168489	-9.128892124475218
19.980244111480374	25.294191819374372	-317.6151285218546	-8.593059043078137
19.999301019191684	25.809775361959062	-254.34671843749612	-8.087003954349134
20.014561822297935	26.29499559922001	-203.71744140143792	-7.609414118641271
20.02678486878202	26.751560446338484	-163.20019837030048	-7.158960794764859
20.036576880684237	27.181098094024374	-130.77329551810308	-6.734319153030152
