pente	bias	maePente	maebiais	mae
-49	-31	230235.111778232	30.3971288067124	45.0263872661267
-49	-30	230235.611778232	29.3971288067124	95.0163872661267
-49	-29	230236.111778232	28.3971288067124	145.0063872661267
-49	-28	230236.611778232	27.3971288067124	195.00299048693034
-49	-27	230237.111778232	26.3971288067124	245.00299048693034
-49	-26	230237.611778232	25.3971288067124	295.00299048693034
-49	-25	230238.111778232	24.3971288067124	345.00299048693034
-49	-24	230238.611778232	23.39712880671238	395.00299048693034
-49	-23	230239.111778232	22.39712880671238	445.00299048693034
-49	-22	230239.611778232	21.39712880671238	495.00299048693034
-49	-21	230240.111778232	20.3971288067124	545.0029904869303
-49	-20	230240.611778232	19.3971288067124	595.0029904869303
-49	-19	230241.111778232	18.3971288067124	645.0029904869303
-49	-18	230241.611778232	17.3971288067124	695.0029904869303
-49	-17	230242.111778232	16.3971288067124	745.0029904869303
-49	-16	230242.611778232	15.397128806712399	795.0029904869303
-49	-15	230243.111778232	14.397128806712363	845.0029904869303
-49	-14	230243.611778232	13.397128806712363	895.0029904869303
-49	-13	230244.111778232	12.397128806712363	945.0029904869303
-49	-12	230244.611778232	11.397128806712363	995.0029904869303
-49	-11	230245.111778232	10.397128806712363	1045.0029904869305
-49	-10	230245.611778232	9.397128806712363	1095.0029904869305
-49	-9	230246.111778232	8.397128806712372	1145.0029904869305
-49	-8	230246.611778232	7.397128806712371	1195.0029904869305
-49	-7	230247.111778232	6.397128806712335	1245.0029904869305
-49	-6	230247.611778232	5.397128806712335	1295.0029904869305
-49	-5	230248.111778232	4.397128806712335	1345.0029904869305
-49	-4	230248.611778232	3.397128806712335	1395.0029904869305
-49	-3	230249.111778232	2.397128806712335	1445.0029904869298
-49	-2	230249.611778232	1.397128806712335	1495.0029904869298
-49	-1	230250.111778232	0.3971288067123351	1545.0029904869298
-49	0	230250.611778232	0.6028711932876649	1595.0029904869298
-49	1	230251.111778232	1.602871193287665	1645.0029904869298
-49	2	230251.611778232	2.602871193287665	1695.0029904869275
-49	3	230252.111778232	3.602871193287665	1745.0029904869275
-49	4	230252.611778232	4.602871193287665	1795.0029904869252
-49	5	230253.111778232	5.602871193287665	1845.0029904869252
-49	6	230253.611778232	6.602871193287665	1895.0029904869252
-49	7	230254.111778232	7.602871193287665	1945.0029904869252
-49	8	230254.611778232	8.602871193287665	1995.0029904869252
-49	9	230255.111778232	9.602871193287665	2045.0029904869252
-49	10	230255.611778232	10.602871193287665	2095.0029904869252
-49	11	230256.111778232	11.602871193287665	2145.0029904869252
-49	12	230256.611778232	12.602871193287665	2195.0029904869252
-49	13	230257.111778232	13.602871193287669	2245.0029904869252
-49	14	230257.611778232	14.602871193287669	2295.0029904869252
-49	15	230258.111778232	15.602871193287669	2345.0029904869252
-49	16	230258.611778232	16.602871193287687	2395.0029904869252
-49	17	230259.111778232	17.602871193287683	2445.0029904869252
-49	18	230259.611778232	18.602871193287683	2495.0029904869252
-49	19	230260.111778232	19.602871193287683	2545.0029904869252
-49	20	230260.611778232	20.602871193287648	2595.0029904869252
-49	21	230261.111778232	21.602871193287648	2645.0029904869252
-49	22	230261.611778232	22.602871193287648	2695.00299048693
-49	23	230262.111778232	23.602871193287648	2745.00299048693
-49	24	230262.611778232	24.602871193287648	2795.00299048693
-49	25	230263.111778232	25.602871193287648	2845.00299048693
-49	26	230263.611778232	26.602871193287648	2895.0029904869293
-49	27	230264.111778232	27.602871193287648	2945.0029904869293
-49	28	230264.611778232	28.602871193287648	2995.0029904869293
-49	29	230265.111778232	29.602871193287612	3045.00299048693
-49	30	230265.611778232	30.602871193287612	3095.00299048693
-49	31	230266.111778232	31.602871193287612	3145.00299048693
-49	32	230266.611778232	32.60287119328761	3195.00299048693
-49	33	230267.111778232	33.60287119328761	3245.00299048693
-49	34	230267.611778232	34.602871193287626	3295.00299048693
-49	35	230268.111778232	35.602871193287626	3345.00299048693
-49	36	230268.611778232	36.602871193287626	3395.00299048693
-49	37	230269.111778232	37.602871193287626	3445.00299048693
-49	38	230269.611778232	38.602871193287626	3495.0029904869252
-49	39	230270.111778232	39.602871193287626	3545.0029904869252
-49	40	230270.611778232	40.602871193287626	3595.0029904869252
-49	41	230271.111778232	41.602871193287626	3645.0029904869252
-49	42	230271.611778232	42.602871193287626	3695.0029904869252
-49	43	230272.111778232	43.602871193287626	3745.002990486927
-49	44	230272.611778232	44.602871193287626	3795.002990486927
-49	45	230273.111778232	45.602871193287626	3845.002990486927
-49	46	230273.611778232	46.602871193287626	3895.002990486927
-49	47	230274.111778232	47.60287119328764	3945.002990486927
-49	48	230274.611778232	48.60287119328764	3995.002990486927
-49	49	230275.111778232	49.60287119328764	4045.0029904869293
-48	-50	226892.111778232	49.8971288067124	954.7736127338744
-48	-49	226892.611778232	48.8971288067124	904.7836127338745
-48	-48	226893.111778232	47.8971288067124	854.7936127338721
-48	-47	226893.611778232	46.8971288067124	804.8036127338721
-48	-46	226894.111778232	45.8971288067124	754.8136127338721
-48	-45	226894.611778232	44.8971288067124	704.8236127338721
-48	-44	226895.111778232	43.8971288067124	654.8336127338721
-48	-43	226895.611778232	42.8971288067124	604.8436127338745
-48	-42	226896.111778232	41.8971288067124	554.8536127338768
-48	-41	226896.611778232	40.8971288067124	504.8636127338768
-48	-40	226897.111778232	39.8971288067124	454.8736127338745
-48	-39	226897.611778232	38.8971288067124	404.8836127338745
-48	-38	226898.111778232	37.8971288067124	354.8936127338745
-48	-37	226898.611778232	36.8971288067124	304.90361273387447
-48	-36	226899.111778232	35.8971288067124	254.91361273387446
-48	-35	226899.611778232	34.8971288067124	204.92361273387448
-48	-34	226900.111778232	33.8971288067124	154.9336127338733
-48	-33	226900.611778232	32.8971288067124	104.94361273387331
-48	-32	226901.111778232	31.8971288067124	54.95361273387331
-48	-31	226901.611778232	30.8971288067124	4.963612733870978
-48	-30	226902.111778232	29.8971288067124	45.0263872661267
-48	-29	226902.611778232	28.8971288067124	95.0163872661267
-48	-28	226903.111778232	27.8971288067124	145.0063872661267
-48	-27	226903.611778232	26.8971288067124	195.00299048693034
-48	-26	226904.111778232	25.8971288067124	245.00299048693034
-48	-25	226904.611778232	24.89712880671238	295.00299048693034
-48	-24	226905.111778232	23.89712880671238	345.00299048693034
-48	-23	226905.611778232	22.89712880671238	395.00299048693034
-48	-22	226906.111778232	21.89712880671238	445.00299048693034
-48	-21	226906.611778232	20.8971288067124	495.00299048693034
-48	-20	226907.111778232	19.8971288067124	545.0029904869303
-48	-19	226907.611778232	18.8971288067124	595.0029904869303
-48	-18	226908.111778232	17.8971288067124	645.0029904869303
-48	-17	226908.611778232	16.8971288067124	695.0029904869303
-48	-16	226909.111778232	15.897128806712399	745.0029904869303
-48	-15	226909.611778232	14.897128806712399	795.0029904869303
-48	-14	226910.111778232	13.897128806712399	845.0029904869303
-48	-13	226910.611778232	12.897128806712363	895.0029904869303
-48	-12	226911.111778232	11.897128806712363	945.0029904869303
-48	-11	226911.611778232	10.897128806712363	995.0029904869303
-48	-10	226912.111778232	9.897128806712363	1045.0029904869305
-48	-9	226912.611778232	8.897128806712372	1095.0029904869305
-48	-8	226913.111778232	7.897128806712371	1145.0029904869305
-48	-7	226913.611778232	6.897128806712371	1195.0029904869305
-48	-6	226914.111778232	5.897128806712371	1245.0029904869305
-48	-5	226914.611778232	4.897128806712335	1295.0029904869305
-48	-4	226915.111778232	3.897128806712335	1345.002990486931
-48	-3	226915.611778232	2.897128806712335	1395.0029904869298
-48	-2	226916.111778232	1.8971288067123715	1445.0029904869298
-48	-1	226916.611778232	0.8971288067123351	1495.0029904869298
-48	0	226917.111778232	0.10287119328766493	1545.0029904869298
-48	1	226917.611778232	1.102871193287665	1595.0029904869298
-48	2	226918.111778232	2.102871193287665	1645.0029904869298
-48	3	226918.611778232	3.102871193287665	1695.0029904869343
-48	4	226919.111778232	4.102871193287665	1745.0029904869343
-48	5	226919.611778232	5.102871193287665	1795.0029904869343
-48	6	226920.111778232	6.102871193287665	1845.002990486932
-48	7	226920.611778232	7.102871193287665	1895.002990486932
-48	8	226921.111778232	8.102871193287665	1945.002990486932
-48	9	226921.611778232	9.102871193287665	1995.0029904869298
-48	10	226922.111778232	10.102871193287665	2045.0029904869298
-48	11	226922.611778232	11.102871193287665	2095.00299048693
-48	12	226923.111778232	12.102871193287665	2145.00299048693
-48	13	226923.611778232	13.102871193287669	2195.00299048693
-48	14	226924.111778232	14.102871193287669	2245.00299048693
-48	15	226924.611778232	15.102871193287669	2295.00299048693
-48	16	226925.111778232	16.10287119328767	2345.00299048693
-48	17	226925.611778232	17.102871193287665	2395.00299048693
-48	18	226926.111778232	18.102871193287683	2445.00299048693
-48	19	226926.611778232	19.102871193287683	2495.00299048693
-48	20	226927.111778232	20.102871193287683	2545.0029904869252
-48	21	226927.611778232	21.102871193287683	2595.0029904869252
-48	22	226928.111778232	22.102871193287648	2645.0029904869252
-48	23	226928.611778232	23.102871193287648	2695.00299048693
-48	24	226929.111778232	24.102871193287648	2745.00299048693
-48	25	226929.611778232	25.102871193287648	2795.00299048693
-48	26	226930.111778232	26.102871193287648	2845.0029904869293
-48	27	226930.611778232	27.102871193287648	2895.0029904869293
-48	28	226931.111778232	28.102871193287648	2945.0029904869293
-48	29	226931.611778232	29.102871193287648	2995.0029904869293
-48	30	226932.111778232	30.102871193287648	3045.00299048693
-48	31	226932.611778232	31.102871193287612	3095.00299048693
-48	32	226933.111778232	32.10287119328761	3145.00299048693
-48	33	226933.611778232	33.10287119328761	3195.00299048693
-48	34	226934.111778232	34.10287119328761	3245.00299048693
-48	35	226934.611778232	35.102871193287626	3295.00299048693
-48	36	226935.111778232	36.102871193287626	3345.00299048693
-48	37	226935.611778232	37.102871193287626	3395.00299048693
-48	38	226936.111778232	38.102871193287626	3445.00299048693
-48	39	226936.611778232	39.102871193287626	3495.0029904869252
-48	40	226937.111778232	40.102871193287626	3545.0029904869252
-48	41	226937.611778232	41.102871193287626	3595.0029904869252
-48	42	226938.111778232	42.102871193287626	3645.0029904869252
-48	43	226938.611778232	43.102871193287626	3695.0029904869243
-48	44	226939.111778232	44.102871193287626	3745.0029904869243
-48	45	226939.611778232	45.102871193287626	3795.0029904869243
-48	46	226940.111778232	46.102871193287626	3845.002990486922
-48	47	226940.611778232	47.10287119328764	3895.002990486922
-48	48	226941.111778232	48.10287119328764	3945.002990486922
-48	49	226941.611778232	49.10287119328764	3995.002990486927
-47	-50	223558.61177823198	50.3971288067124	1004.7636127338744
-47	-49	223559.11177823198	49.3971288067124	954.7736127338744
-47	-48	223559.61177823198	48.3971288067124	904.7836127338745
-47	-47	223560.11177823198	47.3971288067124	854.7936127338745
-47	-46	223560.61177823198	46.3971288067124	804.8036127338745
-47	-45	223561.11177823198	45.3971288067124	754.8136127338721
-47	-44	223561.61177823198	44.3971288067124	704.8236127338721
-47	-43	223562.11177823198	43.3971288067124	654.8336127338721
-47	-42	223562.61177823198	42.3971288067124	604.8436127338745
-47	-41	223563.11177823198	41.3971288067124	554.8536127338745
-47	-40	223563.61177823198	40.3971288067124	504.86361273387445
-47	-39	223564.11177823198	39.3971288067124	454.8736127338768
-47	-38	223564.61177823198	38.3971288067124	404.8836127338768
-47	-37	223565.11177823198	37.3971288067124	354.8936127338745
-47	-36	223565.61177823198	36.3971288067124	304.90361273387447
-47	-35	223566.11177823198	35.3971288067124	254.91361273387446
-47	-34	223566.61177823198	34.3971288067124	204.9236127338733
-47	-33	223567.11177823198	33.3971288067124	154.9336127338733
-47	-32	223567.61177823198	32.3971288067124	104.94361273387331
-47	-31	223568.11177823198	31.3971288067124	54.95361273387331
-47	-30	223568.61177823198	30.3971288067124	4.963612733873306
-47	-29	223569.11177823198	29.3971288067124	45.02638726612902
-47	-28	223569.61177823198	28.3971288067124	95.01638726612902
-47	-27	223570.11177823198	27.3971288067124	145.00638726612902
-47	-26	223570.61177823198	26.3971288067124	195.00299048693267
-47	-25	223571.11177823198	25.39712880671238	245.00299048693034
-47	-24	223571.61177823198	24.39712880671238	295.00299048693034
-47	-23	223572.11177823198	23.39712880671238	345.00299048693034
-47	-22	223572.61177823198	22.3971288067124	395.00299048693034
-47	-21	223573.11177823198	21.3971288067124	445.00299048693034
-47	-20	223573.61177823198	20.3971288067124	495.00299048693034
-47	-19	223574.11177823198	19.3971288067124	545.0029904869303
-47	-18	223574.61177823198	18.3971288067124	595.0029904869303
-47	-17	223575.11177823198	17.3971288067124	645.0029904869303
-47	-16	223575.61177823198	16.3971288067124	695.0029904869303
-47	-15	223576.11177823198	15.397128806712399	745.0029904869303
-47	-14	223576.61177823198	14.397128806712399	795.0029904869303
-47	-13	223577.11177823198	13.397128806712399	845.0029904869303
-47	-12	223577.61177823198	12.397128806712399	895.0029904869303
-47	-11	223578.11177823198	11.397128806712399	945.002990486935
-47	-10	223578.61177823198	10.397128806712363	995.002990486935
-47	-9	223579.11177823198	9.397128806712372	1045.0029904869305
-47	-8	223579.61177823198	8.397128806712372	1095.0029904869305
-47	-7	223580.11177823198	7.397128806712371	1145.0029904869305
-47	-6	223580.61177823198	6.397128806712371	1195.0029904869305
-47	-5	223581.11177823198	5.397128806712371	1245.002990486931
-47	-4	223581.61177823198	4.397128806712335	1295.002990486931
-47	-3	223582.11177823198	3.397128806712335	1345.002990486931
-47	-2	223582.61177823198	2.3971288067123715	1395.002990486931
-47	-1	223583.11177823198	1.3971288067123715	1445.0029904869357
-47	0	223583.61177823198	0.3971288067123351	1495.0029904869343
-47	1	223584.11177823198	0.6028711932876649	1545.0029904869343
-47	2	223584.61177823198	1.602871193287665	1595.0029904869343
-47	3	223585.11177823198	2.602871193287665	1645.0029904869343
-47	4	223585.61177823198	3.602871193287665	1695.0029904869343
-47	5	223586.11177823198	4.602871193287665	1745.0029904869343
-47	6	223586.61177823198	5.602871193287665	1795.0029904869343
-47	7	223587.11177823198	6.602871193287665	1845.0029904869343
-47	8	223587.61177823198	7.602871193287665	1895.0029904869298
-47	9	223588.11177823198	8.602871193287665	1945.0029904869298
-47	10	223588.61177823198	9.602871193287665	1995.0029904869298
-47	11	223589.11177823198	10.602871193287665	2045.0029904869275
-47	12	223589.61177823198	11.602871193287665	2095.0029904869275
-47	13	223590.11177823198	12.602871193287669	2145.00299048693
-47	14	223590.61177823198	13.602871193287669	2195.00299048693
-47	15	223591.11177823198	14.602871193287669	2245.00299048693
-47	16	223591.61177823198	15.602871193287669	2295.00299048693
-47	17	223592.11177823198	16.602871193287665	2345.00299048693
-47	18	223592.61177823198	17.602871193287665	2395.00299048693
-47	19	223593.11177823198	18.602871193287683	2445.00299048693
-47	20	223593.61177823198	19.602871193287683	2495.00299048693
-47	21	223594.11177823198	20.602871193287683	2545.00299048693
-47	22	223594.61177823198	21.602871193287683	2595.00299048693
-47	23	223595.11177823198	22.602871193287683	2645.00299048693
-47	24	223595.61177823198	23.602871193287648	2695.00299048693
-47	25	223596.11177823198	24.602871193287648	2745.00299048693
-47	26	223596.61177823198	25.602871193287648	2795.0029904869252
-47	27	223597.11177823198	26.602871193287648	2845.0029904869243
-47	28	223597.61177823198	27.602871193287648	2895.0029904869243
-47	29	223598.11177823198	28.602871193287648	2945.0029904869243
-47	30	223598.61177823198	29.602871193287648	2995.0029904869252
-47	31	223599.11177823198	30.602871193287648	3045.0029904869252
-47	32	223599.61177823198	31.602871193287648	3095.0029904869252
-47	33	223600.11177823198	32.60287119328761	3145.0029904869252
-47	34	223600.61177823198	33.60287119328761	3195.0029904869252
-47	35	223601.11177823198	34.60287119328761	3245.0029904869252
-47	36	223601.61177823198	35.60287119328761	3295.00299048693
-47	37	223602.11177823198	36.60287119328761	3345.00299048693
-47	38	223602.61177823198	37.60287119328761	3395.00299048693
-47	39	223603.11177823198	38.60287119328761	3445.00299048693
-47	40	223603.61177823198	39.60287119328761	3495.00299048693
-47	41	223604.11177823198	40.60287119328761	3545.0029904869252
-47	42	223604.61177823198	41.60287119328761	3595.0029904869252
-47	43	223605.11177823198	42.60287119328761	3645.0029904869252
-47	44	223605.61177823198	43.60287119328761	3695.0029904869243
-47	45	223606.11177823198	44.60287119328761	3745.0029904869243
-47	46	223606.61177823198	45.60287119328761	3795.0029904869243
-47	47	223607.11177823198	46.60287119328762	3845.0029904869243
-47	48	223607.61177823198	47.60287119328762	3895.0029904869243
-47	49	223608.11177823198	48.60287119328762	3945.0029904869243
-46	-50	220225.11177823198	50.8971288067124	1054.7536127338722
-46	-49	220225.61177823198	49.8971288067124	1004.7636127338722
-46	-48	220226.11177823198	48.8971288067124	954.7736127338721
-46	-47	220226.61177823198	47.8971288067124	904.7836127338721
-46	-46	220227.11177823198	46.8971288067124	854.7936127338721
-46	-45	220227.61177823198	45.8971288067124	804.8036127338721
-46	-44	220228.11177823198	44.8971288067124	754.8136127338721
-46	-43	220228.61177823198	43.8971288067124	704.8236127338721
-46	-42	220229.11177823198	42.8971288067124	654.8336127338721
-46	-41	220229.61177823198	41.8971288067124	604.8436127338722
-46	-40	220230.11177823198	40.8971288067124	554.8536127338716
-46	-39	220230.61177823198	39.8971288067124	504.8636127338739
-46	-38	220231.11177823198	38.8971288067124	454.87361273387387
-46	-37	220231.61177823198	37.8971288067124	404.88361273387386
-46	-36	220232.11177823198	36.8971288067124	354.8936127338739
-46	-35	220232.61177823198	35.8971288067124	304.90361273387504
-46	-34	220233.11177823198	34.8971288067124	254.91361273387272
-46	-33	220233.61177823198	33.8971288067124	204.92361273387272
-46	-32	220234.11177823198	32.8971288067124	154.93361273387274
-46	-31	220234.61177823198	31.8971288067124	104.94361273387273
-46	-30	220235.11177823198	30.8971288067124	54.953612733872724
-46	-29	220235.61177823198	29.8971288067124	4.963612733873306
-46	-28	220236.11177823198	28.8971288067124	45.0263872661267
-46	-27	220236.61177823198	27.8971288067124	95.0163872661267
-46	-26	220237.11177823198	26.8971288067124	145.0063872661267
-46	-25	220237.61177823198	25.89712880671238	195.00299048693034
-46	-24	220238.11177823198	24.89712880671238	245.00299048693034
-46	-23	220238.61177823198	23.89712880671238	295.00299048693034
-46	-22	220239.11177823198	22.89712880671238	345.00299048693034
-46	-21	220239.61177823198	21.89712880671238	395.00299048693034
-46	-20	220240.11177823198	20.89712880671238	445.00299048693034
-46	-19	220240.61177823198	19.8971288067124	495.00299048693034
-46	-18	220241.11177823198	18.8971288067124	545.0029904869303
-46	-17	220241.61177823198	17.8971288067124	595.0029904869303
-46	-16	220242.11177823198	16.8971288067124	645.0029904869303
-46	-15	220242.61177823198	15.897128806712399	695.0029904869303
-46	-14	220243.11177823198	14.897128806712399	745.0029904869303
-46	-13	220243.61177823198	13.897128806712399	795.0029904869303
-46	-12	220244.11177823198	12.897128806712399	845.0029904869303
-46	-11	220244.61177823198	11.897128806712399	895.0029904869303
-46	-10	220245.11177823198	10.897128806712399	945.0029904869303
-46	-9	220245.61177823198	9.897128806712407	995.0029904869303
-46	-8	220246.11177823198	8.897128806712372	1045.0029904869305
-46	-7	220246.61177823198	7.897128806712371	1095.002990486935
-46	-6	220247.11177823198	6.897128806712371	1145.0029904869357
-46	-5	220247.61177823198	5.897128806712371	1195.0029904869357
-46	-4	220248.11177823198	4.897128806712371	1245.0029904869357
-46	-3	220248.61177823198	3.8971288067123715	1295.0029904869357
-46	-2	220249.11177823198	2.897128806712335	1345.0029904869357
-46	-1	220249.61177823198	1.8971288067123715	1395.002990486931
-46	0	220250.11177823198	0.8971288067123715	1445.002990486931
-46	1	220250.61177823198	0.10287119328762856	1495.002990486931
-46	2	220251.11177823198	1.102871193287665	1545.0029904869298
-46	3	220251.61177823198	2.102871193287665	1595.0029904869298
-46	4	220252.11177823198	3.102871193287665	1645.0029904869298
-46	5	220252.61177823198	4.102871193287665	1695.0029904869298
-46	6	220253.11177823198	5.102871193287665	1745.0029904869298
-46	7	220253.61177823198	6.102871193287665	1795.0029904869298
-46	8	220254.11177823198	7.102871193287665	1845.0029904869298
-46	9	220254.61177823198	8.102871193287665	1895.0029904869298
-46	10	220255.11177823198	9.102871193287665	1945.0029904869343
-46	11	220255.61177823198	10.102871193287665	1995.0029904869343
-46	12	220256.11177823198	11.102871193287669	2045.0029904869343
-46	13	220256.61177823198	12.102871193287669	2095.0029904869343
-46	14	220257.11177823198	13.102871193287669	2145.0029904869343
-46	15	220257.61177823198	14.102871193287669	2195.0029904869343
-46	16	220258.11177823198	15.102871193287665	2245.002990486932
-46	17	220258.61177823198	16.102871193287665	2295.00299048693
-46	18	220259.11177823198	17.102871193287665	2345.00299048693
-46	19	220259.61177823198	18.102871193287665	2395.00299048693
-46	20	220260.11177823198	19.102871193287665	2445.00299048693
-46	21	220260.61177823198	20.102871193287683	2495.00299048693
-46	22	220261.11177823198	21.102871193287683	2545.00299048693
