pente	biais	maeEvol
3.99961648447227	1.2002814179516281	639.8387599753651
7.198989199855509	2.4482530274086978	737.3503067531707
9.758492817583232	3.71732752175984	801.7818599759454
11.806108188964062	4.987042654981749	840.5996441119594
13.444218101369009	6.242003341351765	859.6030676671512
14.754727299014434	7.470809683911728	863.5165435338215
15.803158416229074	8.665202921847456	856.0058180284334
16.64192865748675	9.81938549902348	839.9450737996478
17.312971088267798	10.929480228806678	817.5966379135492
17.84983162531022	11.993100547726314	790.7404135607462
18.279346594948354	13.009009463622043	760.7747730293414
18.62298475277664	13.976849293653169	728.6991906409334
18.897920877852595	14.896927878617278	695.331882341692
19.117894630909657	15.770049832235818	661.2358040271241
19.293897627276383	16.59738368122896	626.7989224380179
19.43472308435527	17.380357589173517	592.2428384084101
19.54740553098105	18.120577826353763	557.7099964257287
19.63757256806432	18.81976532270197	523.1697847082032
19.709726271685458	19.479706580381784	488.4775908011794
19.76746831128306	20.102215973709438	453.37885967950496
19.813680040822547	20.68910706462536	417.49005384900295
19.850666569069567	21.242171041972515	380.22702800856877
19.88027201372122	21.76316077652625	340.88869449695926
19.903971703080135	22.25377929034631	298.50607232817316
19.92294593612579	22.715671684017934	251.8676822717558
19.938138989591792	23.150419761060633	202.78888807629167
19.95030632287637	23.559538745084748	162.4336420641674
19.960052341400218	23.944475610065957	130.13775774740756
19.967860606865063	24.30660864370401	104.2899713371645
19.974118005145293	24.64724794328772	83.60125381980981
19.979134080374482	24.967636606844813	67.04036137508643
19.98315650205699	25.26895243284536	53.78227660944979
19.986383438653554	25.55230998193635	43.16696223934433
19.988973456387914	25.818762886179776	34.6663645739788
19.99105343826235	26.06930631670063	27.858016710800985
19.992724919265	26.30487954084646	22.403921400542682
19.994069154549035	26.52636851597362	18.033657568780075
19.995151174003162	26.73460847965167	14.530865700285535
19.996023025945178	26.930386506092667	11.722436264796643
19.996726372121067	27.11444400650546	9.469860537675618
19.99729456375333	27.287479157278767	7.662311306918473
19.997754302431744	27.45014924475464	6.211107466158321
19.998126968879713	27.603072919142317	5.045285699046577
19.998429686021655	27.74683235306017	4.10805782334235
19.998676169491056	27.88197530245721	3.3539766527947728
19.998877408090223	28.009017069394506	2.746668665938259
19.99904220821018	28.128442367473543	2.2570201150991385
19.999177629417087	28.240707091671435	1.8617258839756448
19.999289332970125	28.346239995053658	1.5421285416138628
19.99938186068262	28.445444275339543	1.283289552150132
19.99945885805575	28.538699074639652	1.0732462084779548
19.999523252828258	28.626360895902945	0.9024171449539563
19.999577397856957	28.708764939733616	0.7631267137018836
19.99962318545978	28.78622636528531	0.6492244524699892
19.999662138926926	28.859041478931985	0.5557806265583745
19.99969548576452	28.927488854363876	0.47884263115686054
19.999724216322388	28.991830387674977	0.4152400831572176
19.999749130727377	29.052312290904148	0.36242886574106775
19.999770876459323	29.109166027371717	0.31836633653350077
19.999789978439516	29.162609192023194	0.2814114678855515
19.99980686312759	29.212846339854988	0.25024493411137383
19.999821877823635	29.260069765357517	0.2238051575916998
19.99983530613309	29.304460235770776	0.20123712323141063
19.99984738036048	29.34618768080852	0.18185140873851352
19.999858291445005	29.385411841370825	0.16509138876204546
19.99986819692833	29.422282879631926	0.15050697923126166
19.99987722734708	29.456941952761863	0.13773361488570557
19.999885491363976	29.489521752416564	0.1264754143937745
19.99989307988884	29.52014701201249	0.11649169656175332
19.999900069390634	29.548934983688405	0.10758617816613039
19.999906524561325	29.575995886748817	0.09959831819669276
19.999912500460418	29.601433329280727	0.09239637983646404
19.99991804424321	29.625344704537692	0.08587186753113571
19.99992319655526	29.64782156359273	0.07993506483115873
19.999927992659153	29.66894996567382	0.07451145355149535
19.999932463346365	29.688810807513164	0.06953883864837089
19.999936635676683	29.707480132962765	0.06496503825936721
19.99994053357898	29.7250294240553	0.060746026501664614
19.99994417834057	29.741525874619352	0.05684443901952761
19.99994758900691	29.75703264749241	0.05322836920693014
19.999950782709064	29.77160911631307	0.04987039749192789
19.999953774932912	29.785311092815554	0.046746807545397145
19.999956579741365	29.798191040494608	0.04383695240640101
19.999959209958508	29.81029827545717	0.04112274104190426
19.999961677322972	29.821679155228495	0.03858822148768539
19.999963992616262	29.832377256234473	0.03621924180685945
19.999966165770772	29.842433540638893	0.034003173451438114
19.999968205961178	29.85188651317368	0.03192868500031537
19.999970121682278	29.860772368562095	0.02998555640689972
19.99997192081566	29.86912513009884	0.02816452604499428
19.999973610687224	29.87697677991738	0.026457164098008298
19.99997519811707	29.884357381442953	0.02485576746731418
19.999976689463118	29.89129519449989	0.023353271946354396
19.999978090659436	29.89781678351379	0.02194317852726961
19.999979407250148	29.90394711922275	0.020619491243062525
19.999980644419622	29.90970967428689	0.019376664332055888
19.99998180701948	29.915126513162267	0.018209557142600197
19.999982899592908	29.920218376583115	0.017113395333127706
19.999983926396627	29.925004760975916	0.016083737330860756
19.999984891420866	29.929503993109257	0.015116445099318589
19.99998579840757	29.93373330026533	0.0142076584925643
19.999986650867083	29.937708876201636	0.013353772680772948
19.999987452093443	29.94144594315555	0.012551418086516932
19.99998820517853	29.944958810129023	0.01179744243960009
19.999988913025074	29.948260927676635	0.011088894753248582
19.99998957835876	29.951364939406794	0.010423010773118212
19.999990203739408	29.95428273039315	0.00979719988025817
19.9999907915714	29.957025472681746	0.009209033082138838
19.999991344113383	29.95960366806798	0.00865623207251172
19.999991863487306	29.962027188307303	0.008136659218579343
19.99999235168686	29.964305312913485	0.0076483083093263635
19.999992810585358	29.966446764689284	0.007189296055662791
19.99999324194312	29.96845974312549	0.006757854173414888
19.99999364741437	29.970351955796254	0.0063523220927380565
19.999994028553697	29.97213064787091	0.005971140185988606
19.99999438682211	29.973802629855264	0.005612843425551439
19.999994723592714	29.97537430366861	0.005276055522617824
19.999995040156044	29.976851687156277	0.0049594834053980465
19.99999533772505	29.97824043713158	0.00466191211211699
19.999995617439776	29.979545871035437	0.004382200024752781
19.999995880371777	29.980772987296504	0.004119274328099501
19.999996127528238	29.98192648446987	0.003872126853228206
19.99999635985585	29.983010779227527	0.003639810139529338
19.999996578244456	29.984030023269554	0.0034214337402776705
19.99999678353048	29.984988119220716	0.003216160752355304
19.999996976500125	29.985888735573386	0.0030232046213305884
19.999997157892402	29.986735320733988	0.0028418260453379317
19.999997328401964	29.987531116226723	0.0026713301665659906
19.999997488681775	29.988279169105176	0.002511063856809823
19.999997639345604	29.988982343619316	0.00236041323736762
19.9999977809704	29.989643332182528	0.0022188012632203247
19.999997914098476	29.990264665680687	0.0020856855717752685
19.99999803923961	29.9908487231628	0.0019605563403256275
19.99999815687299	29.99139774095022	0.001842934360591144
19.99999826744905	29.991913821199397	0.0017323691877685831
19.999998371391204	29.992398939950903	0.0016284373976895772
19.99999846909745	29.992854954695588	0.0015307410028077583
19.999998560941908	29.993283611486778	0.0014389058936269627
19.99999864727626	29.99368655162583	0.0013525803975842443
19.999998728431084	29.994065317946568	0.0012714339544478116
19.999998804717123	29.994421360722708	0.0011951558321915102
19.999998876426474	29.994756043220857	0.0011234539585510462
19.999998943833713	29.9950706469204	0.001056053777655901
19.99999900719694	29.99536637642019	9.926972085289164E-4
